Move_ID,Miscrit_ID,Move_Name,Element,AP,Accuracy,Description,Enchant
316,27,Toughen Up,Utility,0.0,100%,Raises your Defenses by 5,+1 to Buff
317,27,Refrigerate,Water,10.0,100%,An average Water attack,+3 Attack Power
318,27,Bewitch,Utility,0.0,100%,Lowers your foe's Elemental Attack by 10,+2 to Debuff
319,27,Strike,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
320,27,OverWater,Utility,0.0,100%,Removes your elemental weakness,Replenishes 5 Health
321,27,Geyser,Water,20.0,95%,A very powerful Water attack,+4 Attack Power
322,27,Barrage,Physical,10.0,95%,An average Physical attack that hits 2 times,+5% Accuracy
323,27,Stilled,Utility,0.0,100%,Lowers your foe's Elemental Attack by 13,+3 to Debuff
324,27,Glaciate,Water,7.0,95%,A simple Water attack that hits 4 times with a 40% chance to put foe to Sleep for 1 turn,+5% Accuracy
325,28,Burn,Fire,7.0,100%,A simple Fire attack,+1 Attack Power
326,28,Debaser,Utility,0.0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
327,28,Bite,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
328,28,Sleep,Utility,0.0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
329,28,Blazing Tail,Fire,10.0,100%,An average Fire attack,+2 Attack Power
330,28,Body Shield,Utility,0.0,100%,Raises your Physical Defense by 10,+2 to Buff
331,28,Claw,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
332,28,Toxic,Utility,0.0,90%,"Poisons your foe, causing 10 damage for 3 turns",+5% Accuracy
333,28,Brimstone,Fire,20.0,95%,A very powerful Fire attack,+2 Attack Power
334,28,Overwhelm,Physical,20.0,90%,A very powerful Physical attack,+10% Accuracy
335,28,Merlin's Beard,Utility,0.0,100%,Raises your Elemental Attack by 14,+3 to Buff
336,28,Flame Claw,Fire,28.0,100%,A massively powerful Fire attack that grants 10 healing for 2 turns,+4 Attack Power
337,29,Shields Up,Utility,0.0,100%,Raises your Defenses by 5,+1 to Buff
338,29,Spark,Lightning,7.0,100%,A simple Lightning attack,+1 Attack Power
339,29,Headbutt,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
340,29,Shy Smile,Utility,0.0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
341,29,Charge,Lightning,10.0,100%,An average Lightning attack,Replenishes 5 Health
342,29,Bright Lights,Utility,0.0,95%,Lowers your foe's Accuracy by 10%,+5% Accuracy
343,29,Claw,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
344,29,Electrify,Lightning,15.0,95%,A powerful Lightning attack,+3 Attack Power
345,29,Hard Jab,Physical,20.0,95%,A very powerful Physical attack,+4 Attack Power
346,29,Thunderstorm,Lightning,3.0,90%,A simple Lightning attack that hits 7 times,+10% Accuracy
347,29,Sludge,Utility,0.0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
348,29,Ball Lightning,Lightning,25.0,95%,A massively powerful Lightning attack that heals yourself by 12 HP,+4 Attack Power
349,30,Toughen Up,Utility,0.0,100%,Raises your Defenses by 5,+1 to Buff
350,30,Gust,Wind,7.0,100%,A simple Wind attack,+1 Attack Power
351,30,Headbutt,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
352,30,Shy Smile,Utility,0.0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
353,30,Air Dance,Wind,10.0,100%,An average Wind attack,+2 Attack Power
354,30,High Focus,Utility,0.0,100%,Raises your Accuracy by 10%,Replenishes 5 Health
355,30,Bash,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
356,30,Dive,Wind,15.0,95%,A powerful Wind attack,+3 Attack Power
357,30,Merlin's Beard,Utility,0.0,100%,Raises your Elemental Attack by 14,+3 to Buff
358,30,Cyclone,Wind,20.0,95%,A very powerful Wind attack,+4 Attack Power
359,30,Unbreakable,Utility,0.0,100%,Raises your Defenses by 11,+3 to Buff
360,30,Lullaby Wind,Wind,25.0,95%,A massively powerful Wind attack with a 40% chance to put foe to Sleep for 1 turn,+4 Attack Power
361,31,Rubble,Earth,7.0,100%,A simple Earth attack,+1 Attack Power
362,31,Toughen Up,Utility,0.0,100%,Raises your Defenses by 5,+1 to Buff
363,31,Poke,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
364,31,Sleep,Utility,0.0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
365,31,Drill,Physical,10.0,100%,An average Physical attack,+2 Attack Power
366,31,Feebler,Utility,0.0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
367,31,Stalactite,Earth,15.0,100%,A powerful Earth attack,+3 Attack Power
368,31,Bash,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
369,31,Landslide,Earth,20.0,95%,A very powerful Earth attack,+4 Attack Power
370,31,Sandstorm,Utility,0.0,100%,Removes your elemental weakness,Replenishes 5 Health
371,31,Hyper Power,Utility,0.0,100%,Raises your Attacks by 12,+2 to Buff
372,31,Screwdriver,Physical,17.0,90%,A powerful Physical attack that hits 2 times,+10% Accuracy
373,32,Zap,Lightning,7.0,100%,A simple Lightning attack,+1 Attack Power
374,32,Shy Smile,Utility,0.0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
375,32,Slap,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
376,32,Confuse,Utility,0.0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
377,32,Stinging Shock,Lightning,10.0,100%,An average Lightning attack,+2 Attack Power
378,32,Feebler,Utility,0.0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
379,32,Impact,Physical,10.0,100%,An average Physical attack,+2 Attack Power
380,32,Scorched Earth,Utility,0.0,100%,Removes your elemental weakness,Replenishes 5 Health
381,32,Voltage,Lightning,20.0,95%,A very powerful Lightning attack,+4 Attack Power
382,32,Blitz,Physical,10.0,90%,An average Physical attack that hits 2 times,+10% Accuracy
383,32,Hyper Power,Utility,0.0,100%,Raises your Attacks by 12,+2 to Buff
384,32,Lightning Barb,Lightning,25.0,95%,A massively powerful Lightning attack with a 40% chance to Sleep foe for 1 turn,+4 Attack Power
385,33,Breeze,Wind,7.0,100%,A simple Wind attack,+1 Attack Power
386,33,Debaser,Utility,0.0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
387,33,Poke,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
388,33,Sleep,Utility,0.0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
389,33,Dizzying Winds,Wind,10.0,100%,An average Wind attack,+2 Attack Power
390,33,Tickle,Utility,0.0,100%,Lowers your foe's Attacks by 8,+2 to Debuff
391,33,Bash,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
392,33,High Focus,Utility,0.0,100%,Raises your Accuracy by 10%,Replenishes 5 Health
393,33,Cyclone,Wind,20.0,95%,A very powerful Wind attack,+4 Attack Power
394,33,Hard Jab,Physical,20.0,95%,A very powerful Physical attack,+4 Attack Power
395,33,Unbreakable,Utility,0.0,100%,Raises your Defenses by 11,+3 to Buff
396,33,Toxic Puff,Wind,25.0,100%,A massively powerful Wind attack that inflicts 9 AP Poison for 3 turns,+6 Attack Power
397,34,Rubble,Earth,7.0,100%,A simple Earth attack,+1 Attack Power
398,34,Weaken,Utility,0.0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
399,34,Slap,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
400,34,Power Up,Utility,0.0,100%,Raises your Attacks by 5,+1 to Buff
401,34,Mummy Mudbomb,Earth,10.0,100%,An average Earth attack,+2 Attack Power
402,34,High Focus,Utility,0.0,100%,Raises your Accuracy by 10%,Replenishes 5 Health
403,34,Stalactite,Earth,15.0,100%,A powerful Earth attack,+3 Attack Power
404,34,Strike,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
405,34,Preserve,Utility,0.0,100%,Regains a significant amount of your health,+5 Heal
406,34,Unbreakable,Utility,0.0,100%,Raises your Defenses by 11,+3 to Buff
407,34,Destruction,Physical,25.0,90%,A massively powerful Physical attack,+10% Accuracy
408,34,Pharoah's Revenge,Earth,25.0,100%,A massively powerful Earth attack that heals yourself by 12 HP,+4 Attack Power
409,35,Shields Up,Utility,0.0,100%,Raises your Defenses by 5,+1 to Buff
410,35,Blow,Wind,7.0,100%,A simple Wind attack,+1 Attack Power
411,35,Hit,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
412,35,Sleep,Utility,0.0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
413,35,Flutterclouds,Wind,10.0,100%,An average Wind attack,+3 Attack Power
414,35,Tickle,Utility,0.0,100%,Lowers your foe's Attacks by 8,+2 to Debuff
415,35,Strike,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
416,35,Feebler,Utility,0.0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
417,35,Cyclone,Wind,20.0,95%,A very powerful Wind attack,+4 Attack Power
418,35,Merlin's Beard,Utility,0.0,100%,Raises your Elemental Attack by 14,+3 to Buff
419,35,Destruction,Physical,25.0,90%,A massively powerful Physical attack,+10% Accuracy
420,35,Billowing Bash,Wind,25.0,95%,A massively powerful Wind attack with a 40% chance to Confuse foe for 1 turn,+4 Attack Power
421,36,Flash,Lightning,7.0,100%,A simple Lightning attack,+1 Attack Power
422,36,Weaken,Utility,0.0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
423,36,Shove,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
424,36,Fetal Position,Utility,0.0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
425,36,Jelly Jolt,Lightning,10.0,100%,An average Lightning attack,+2 Attack Power
426,36,Safeguard,Utility,0.0,100%,Raises your Defenses by 8,+2 to Buff
427,36,Sock,Physical,10.0,100%,An average Physical attack,+2 Attack Power
428,36,Electrify,Lightning,15.0,95%,A powerful Lightning attack,+3 Attack Power
429,36,Sludge,Utility,0.0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
430,36,Voltage,Lightning,20.0,95%,A very powerful Lightning attack,+4 Attack Power
431,36,Fury,Utility,0.0,100%,Raises your Physical Attack by 14,+3 to Buff
432,36,Super Sting,Physical,10.0,100%,An average Physical attack that hits 3 times and inflicts 9 AP Physical Dot for 3 turns,+2 Attack Power
433,37,Crumble,Earth,7.0,100%,A simple Earth attack,+1 Attack Power
434,37,Power Up,Utility,0.0,100%,Raises your Attacks by 5,+1 to Buff
435,37,Hit,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
436,37,Fetal Position,Utility,0.0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
437,37,Hoofquake,Earth,10.0,100%,An average Earth attack,+20% chance to Poison for 3 turns
438,37,Feebler,Utility,0.0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
439,37,Stalagmite,Earth,15.0,95%,A powerful Earth attack,+3 Attack Power
440,37,Bash,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
441,37,Rock Throw,Earth,20.0,90%,A very powerful Earth attack,+10% Accuracy
442,37,Unbreakable,Utility,0.0,100%,Raises your Defenses by 11,+3 to Buff
443,37,Destruction,Physical,25.0,90%,A massively powerful Physical attack,+10% Accuracy
444,37,Gem Smash,Earth,15.0,80%,A powerful Earth attack that hits 3 times and raises your Accuracy by 10%,+5% Accuracy
445,38,Debaser,Utility,0.0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
446,38,Spark,Lightning,7.0,100%,A simple Lightning attack,+1 Attack Power
447,38,Poke,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
448,38,Power Up,Utility,0.0,100%,Raises your Attacks by 5,+1 to Buff
449,38,Hard Jolt,Lightning,10.0,100%,An average Lightning attack,+2 Attack Power
450,38,Body Shield,Utility,0.0,100%,Raises your Physical Defense by 10,+2 to Buff
451,38,Bash,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
452,38,Tickle,Utility,0.0,100%,Lowers your foe's Attacks by 8,+2 to Debuff
453,38,Thunderstorm,Lightning,3.0,90%,A simple Lightning attack that hits 7 times,+10% Accuracy
454,38,Thump,Physical,20.0,95%,A very powerful Physical attack,Replenishes 5 Health
455,38,Sludge,Utility,0.0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
456,38,Slimeshock,Lightning,25.0,95%,A massively powerful Lightning attack that inflicts Anti-heal for 3 turns,+4 Attack Power
457,39,Rubble,Earth,7.0,100%,A simple Earth attack,+1 Attack Power
458,39,Weaken,Utility,0.0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
459,39,Hit,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
460,39,Toughen Up,Utility,0.0,100%,Raises your Defenses by 5,+1 to Buff
461,39,Rock Charge,Earth,10.0,100%,An average Earth attack,+10% chance to Confuse for 2 turns
462,39,Impact,Physical,10.0,100%,An average Physical attack,+2 Attack Power
463,39,Bright Lights,Utility,0.0,95%,Lowers your foe's Accuracy by 10%,+5% Accuracy
464,39,Sleep,Utility,0.0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
465,39,Hard Jab,Physical,20.0,95%,A very powerful Physical attack,+4 Attack Power
466,39,Landslide,Earth,20.0,95%,A very powerful Earth attack,+4 Attack Power
467,39,Hyper Power,Utility,0.0,100%,Raises your Attacks by 12,+2 to Buff
468,39,Headbash,Physical,36.0,85%,An extremely powerful Physical attack,+5% Accuracy
469,40,Breeze,Wind,7.0,100%,A simple Wind attack,+1 Attack Power
470,40,Weaken,Utility,0.0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
471,40,Headbutt,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
472,40,Shy Smile,Utility,0.0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
473,40,Hoot,Wind,10.0,100%,An average Wind attack,+2 Attack Power
474,40,Whammy,Physical,10.0,100%,An average Physical attack,+2 Attack Power
475,40,Dive,Wind,15.0,95%,A powerful Wind attack,+3 Attack Power
476,40,Merciless,Utility,0.0,100%,Raises your Attacks by 9,+2 to Buff
477,40,Cyclone,Wind,20.0,95%,A very powerful Wind attack,+4 Attack Power
478,40,Overwhelm,Physical,20.0,90%,A very powerful Physical attack,+10% Accuracy
479,40,Debilitate,Utility,0.0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
480,40,Holler,Wind,25.0,95%,A massively powerful Wind attack that inflicts Bleed for 4 turns,+4 Attack Power
481,41,Power Up,Utility,0.0,100%,Raises your Attacks by 5,+1 to Buff
482,41,Zap,Lightning,7.0,100%,A simple Lightning attack,+1 Attack Power
483,41,Shove,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
484,41,Debaser,Utility,0.0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
485,41,Lightning Orbs,Lightning,10.0,100%,An average Lightning attack,+2 Attack Power
486,41,Scorched Earth,Utility,0.0,100%,Removes your elemental weakness,Replenishes 5 Health
487,41,Toxic,Utility,0.0,90%,"Poisons your foe, causing 10 damage for 3 turns",+5% Accuracy
488,41,Electrify,Lightning,15.0,95%,A powerful Lightning attack,+3 Attack Power
489,41,Voltage,Lightning,20.0,95%,A very powerful Lightning attack,+4 Attack Power
490,41,Hard Jab,Physical,20.0,95%,A very powerful Physical attack,+4 Attack Power
491,41,Laser Focus,Utility,0.0,100%,Raises your Accuracy by 20%,Replenishes 15 Health
492,41,Leech Drain,Lightning,25.0,95%,A massively powerful Lightning attack that inflicts 10 AP Poison for 2 turns,+3 Attack Power
493,42,Breeze,Wind,7.0,100%,A simple Wind attack,+1 Attack Power
494,42,Debaser,Utility,0.0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
495,42,Swipe,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
496,42,Swell,Utility,0.0,100%,Raises your Elemental Attack by 8,+1 to Buff
497,42,Haunting Breeze,Wind,10.0,100%,An average Wind attack,+2 Attack Power
498,42,Feebler,Utility,0.0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
499,42,Dive,Wind,15.0,95%,A powerful Wind attack,+3 Attack Power
500,42,Sleep,Utility,0.0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
501,42,Cyclone,Wind,20.0,95%,A very powerful Wind attack,+4 Attack Power
502,42,Overwhelm,Physical,20.0,90%,A very powerful Physical attack,+10% Accuracy
503,42,Laser Focus,Utility,0.0,100%,Raises your Accuracy by 20%,Replenishes 15 Health
504,42,Deadly Draft,Wind,16.0,95%,A powerful Wind attack that hits 2 times and inflicts Switch Curse,+5% Accuracy
505,43,Crumble,Earth,7.0,100%,A simple Earth attack,+1 Attack Power
506,43,Fetal Position,Utility,0.0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
507,43,Swipe,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
508,43,Poison,Utility,0.0,95%,"Poisons your foe, causing 5 damage for 3 turns",+1 Attack Power
509,43,Petrify,Earth,10.0,100%,An average Earth attack,+2 Attack Power
510,43,Whammy,Physical,10.0,100%,An average Physical attack,+2 Attack Power
511,43,Merciless,Utility,0.0,100%,Raises your Attacks by 9,+2 to Buff
512,43,Strike,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
513,43,Sandstorm,Utility,0.0,100%,Removes your elemental weakness,Replenishes 5 Health
514,43,Landslide,Earth,20.0,95%,A very powerful Earth attack,+4 Attack Power
515,43,Sludge,Utility,0.0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
516,43,Tectonic Shift,Physical,32.0,90%,A massively powerful Physical attack that provides 10 Block,+10% Accuracy
517,44,Crumble,Earth,7.0,100%,A simple Earth attack,+1 Attack Power
518,44,Fetal Position,Utility,0.0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
519,44,Headbutt,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
520,44,High Focus,Utility,0.0,100%,Raises your Accuracy by 10%,Replenishes 5 Health
521,44,Bedrock,Earth,10.0,100%,An average Earth attack,+2 Attack Power
522,44,Body Shield,Utility,0.0,100%,Raises your Physical Defense by 10,+2 to Buff
523,44,Claw,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
524,44,Stalactite,Earth,15.0,100%,A powerful Earth attack,+3 Attack Power
525,44,Thump,Physical,20.0,95%,A very powerful Physical attack,Replenishes 5 Health
526,44,Clot,Physical,12.0,95%,Inflicts Physical damage over 3 turns,+2 Attack Power
527,44,Mudslide,Earth,25.0,90%,A massively powerful Earth attack,+10% Accuracy
528,44,Colossal Bite,Physical,15.0,85%,A powerful Physical attack that hits 3 times,+5% Accuracy
529,45,Power Up,Utility,0.0,100%,Raises your Attacks by 5,+1 to Buff
530,45,Flash,Lightning,7.0,100%,A simple Lightning attack,+1 Attack Power
531,45,Hit,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
532,45,Shy Smile,Utility,0.0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
533,45,Razzle Dazzle,Lightning,10.0,100%,An average Lightning attack,+3 Attack Power
534,45,Bright Lights,Utility,0.0,95%,Lowers your foe's Accuracy by 10%,+5% Accuracy
535,45,Strike,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
536,45,Electrify,Lightning,15.0,95%,A powerful Lightning attack,+3 Attack Power
537,45,Sludge,Utility,0.0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
538,45,Hard Jab,Physical,20.0,95%,A very powerful Physical attack,+4 Attack Power
539,45,Lightning Bolt,Lightning,25.0,95%,A massively powerful Lightning attack,+5 Attack Power
540,45,Mace Smash,Physical,25.0,100%,A massively powerful Physical attack that Paralyzes foe for 2 turns,+4 Attack Power
541,46,Blow,Wind,7.0,100%,A simple Wind attack,+1 Attack Power
542,46,Spirit Shield,Utility,0.0,100%,Raises your Elemental Defense by 7,+1 to Buff
543,46,Bite,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
544,46,Debaser,Utility,0.0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
545,46,Placid Puff,Wind,10.0,100%,An average Wind attack,+2 Attack Power
546,46,Whammy,Physical,10.0,100%,An average Physical attack,+2 Attack Power
